timestamp,vip_queue_size,standard_queue_size,cpu_usage,memory_usage,throughput,equity_ratio
1748379721.160977,0,0,0.0,0.0,0.0,1.0
1748379722.1657012,0,0,18.14062843711629,40.45800580946595,0.0,1.0
1748379723.172391,0,1,15.23704395551266,29.787241476708346,1.0,1.0023139198572235
1748379724.1854463,0,0,26.700793631152607,53.16914337936796,1.4,1.1499520777949637
1748379725.20015,0,0,44.034343813880405,74.45846776444954,2.0,1.5368423722727511
1748379726.2099965,0,1,43.77283554836342,70.32790254149018,3.0,1.6192874692832204
1748379727.2284334,0,0,62.59660393993655,75.81475675177079,3.8,0.9578883670018582
1748379728.2333436,0,0,35.01157656637838,44.91272993956051,4.4,0.7384785865680531
1748379729.2436116,0,0,42.15051283374587,63.47408105397716,4.8,1.0938515726943872
1748379730.258215,0,0,42.265780637249236,54.7503156113682,5.2,0.8231971891165939
1748379731.2700095,0,0,54.231052252525075,82.76665732211595,4.2,0.7927325980801029
1748379732.2825246,0,0,49.92007844255637,72.17122968723517,5.0,1.0218826292605996
1748379733.288904,0,0,33.18994480963316,79.63836129392237,4.6,1.0978228454199972
1748379734.290573,0,0,39.69682557529022,80.83148618432426,4.8,0.8524190964413753
1748379735.3038838,0,0,37.87842097840189,60.98583526091546,4.8,0.9051976544658472
1748379736.318516,0,0,49.58028897073521,62.709358495788635,5.4,0.8998263821225096
1748379737.334038,0,0,35.14277764412796,48.18062334700419,5.0,0.7758653607674126
1748379738.3453488,0,1,18.24799550896263,32.81376693839648,5.2,0.8323238530344516
1748379739.352319,0,0,17.939122563709063,44.48871110386334,5.2,0.931505162694414
1748379740.3667302,0,0,44.02984293462999,67.844749630971,4.2,1.2278864686500026
1748379741.3811536,0,0,49.94182532400522,69.02510870484706,4.6,1.2511460676961694
1748379742.3925953,0,0,51.707093869956374,60.886351981776386,4.4,0.9290773004646118
1748379743.3963418,0,0,34.62479794336464,45.575903921112015,4.8,0.8669207953251434
1748379744.4108574,0,0,28.470679577201224,50.05696818933751,4.8,0.9149450303456163
1748379745.4226468,0,0,35.12565265159151,61.392152044367386,5.4,0.844377714337111
1748379746.4385443,0,1,33.43818084717472,57.727844162905775,5.2,0.7880443670388453
1748379747.454696,0,0,40.056825133111296,73.10987544652778,4.8,0.9446635374119692
1748379748.4656947,0,0,53.86256044121737,89.16560219515434,3.8,0.7374030946817473
1748379749.4778295,0,0,40.234615198849504,78.63800718827487,4.2,0.6626131438342376
1748379750.4925475,0,1,31.979473725670417,80.23643311787526,4.2,0.7517967887318426
1748379751.5079985,0,0,47.30350459829878,75.57831126669271,4.2,0.7891679552406309
1748379752.5225682,0,0,48.19858005009386,73.84063327680782,4.6,0.80488289745934
1748379753.526149,0,1,35.121641645753314,53.633441767859736,5.4,0.9930981219348177
1748379754.531523,0,0,40.27990792795852,61.04884195654517,5.4,1.1985778305749526
1748379755.5437026,0,0,43.605235958011846,61.99688206353558,5.6,1.1047766126486906
1748379756.5576031,0,0,58.30968997808656,93.17778362081376,4.8,1.0488643857052105
1748379757.5618834,0,0,49.936455646470364,87.40006032189275,4.6,0.8613921919882791
1748379758.5668,0,0,55.811796222367995,89.02024877062183,4.4,0.8236355769261162
1748379759.577781,0,1,32.38793679117569,50.55990498779567,4.8,0.8051448657137169
1748379760.596936,0,1,55.41167445737521,84.43133393863636,4.0,0.7189573929710356
1748379761.603947,0,0,38.07199051629674,74.21190989953004,5.2,0.8168256962971996
1748379762.605741,0,0,26.92201993390455,52.980535509569535,5.2,0.9310575019514573
1748379763.6117299,0,0,35.6402480269425,73.60441076611957,5.0,0.8790600233296451
1748379764.6198986,0,0,39.06802448820196,75.91985403100493,4.8,0.8800145314310803
1748379765.631573,0,1,30.069553403830497,67.2908109508532,5.6,0.8990999298056429
1748379766.6469421,0,0,17.415190148657587,41.924769426635855,5.6,0.756699759874143
1748379767.6504352,0,1,29.400825670017227,57.56049741267178,4.4,0.7787715525191774
1748379768.6594603,0,0,36.54625443905882,60.545315772846216,4.6,0.8922671626715909
1748379769.6727624,0,1,43.366187234779375,75.07245819090704,4.4,1.0635952841824825
1748379770.6846151,0,1,23.00139081506579,57.46022311296994,5.0,1.068473850446398
1748379771.6977866,0,0,31.00025108245576,61.7956280829947,4.4,1.2953713840270666
1748379772.7120686,0,0,44.11497784048253,93.27122698301528,4.4,1.3051826656909487
1748379773.719418,0,0,36.1428876664474,69.76250028980014,5.4,1.4544283262957485
1748379774.7423964,0,0,41.43731221991512,44.22585801128747,5.6,1.3801939523639026
1748379775.7469676,0,0,46.949621956607295,57.24515951459304,4.6,1.8494486449862737
1748379776.7738955,0,1,47.90240817647203,61.29295870544097,4.8,1.7292128397807454
1748379777.7838836,0,0,52.94495559025342,80.01654571171534,5.2,1.8330134520310561
1748379778.7969007,0,0,43.25763067201115,77.07772469800925,5.0,1.1913845992471683
1748379779.809421,0,0,41.42196039235245,68.45184610448473,4.6,1.160194442667013
1748379780.8193955,0,0,32.50543108780167,51.941398174026716,5.6,1.3849750392648486
1748379781.8341014,0,0,20.163105280080103,41.71331132288973,5.2,1.3073467907602057
1748379782.8479726,0,0,11.882036903829814,16.356578237066557,4.8,1.1277358845506795
