timestamp,vip_queue_size,standard_queue_size,cpu_usage,memory_usage,throughput,equity_ratio
1748380162.919626,0,0,0.0,0.0,0.0,1.0
1748380163.926319,0,0,6.625827074320625,20.091927561315032,0.0,1.0
1748380164.9268758,0,0,19.684943622343525,30.56861202600834,0.2,1.0
1748380165.9285207,0,0,27.934201256771573,63.250606346083856,0.2,1.0
1748380166.9293997,0,0,14.318514003087273,41.22561259559191,1.2,0.6257376416519811
1748380167.9463077,0,0,9.160996473427346,38.601908762298855,1.6,0.5407643006192251
1748380168.950049,0,1,4.8976040014892135,22.252820279768116,2.2,0.5935550212210479
1748380169.9638388,0,1,5.511136582612679,2.7948161008650487,2.6,0.6437454872139283
1748380170.9782991,0,0,6.079936781679521,22.419965679141768,2.8,0.6932352021493822
1748380171.992791,0,0,9.129771739637704,17.878970807337225,2.2,0.7530734859919742
1748380173.0038064,0,0,13.205948426676756,24.138410984147114,2.0,0.902843533777513
1748380174.0146422,0,0,11.501399938207484,24.095212158233267,2.0,0.9994314497562993
1748380175.0218043,0,0,6.347779484488427,25.65197524725012,1.6,0.8809743129386596
1748380176.035657,0,0,8.15629648060397,17.332867130047106,2.0,0.6280198507065882
1748380177.0407355,0,0,17.077324656321693,32.73156255504075,1.6,0.6845813838422163
1748380178.058382,0,0,19.78794140960194,25.89762218472886,2.2,0.7188602238397475
1748380179.0637789,0,0,26.070088523695162,31.110297154878367,1.8,0.5858224657542037
1748380180.0664728,0,0,25.028435506919394,36.5326375628419,1.8,0.6881369937233395
1748380181.0746727,0,0,17.0590901660825,41.96982488333313,1.6,1.0
1748380182.0772324,1,0,9.305786294821274,15.656010565053336,2.4,0.9338253747933606
1748380183.0842943,1,0,13.813524866310985,30.054201614072312,1.8,0.8605538172516388
1748380184.0921063,0,1,16.053154810387,28.014475318897908,1.8,0.9551360467206574
1748380185.0985808,0,0,13.833228232687276,23.329954617849694,2.2,1.062115001353769
1748380186.112708,0,0,13.697460602925474,27.362299686664045,2.2,0.8620222871067907
1748380187.1151705,0,0,10.12693219423096,17.791154870595918,1.8,0.9805315909452954
1748380188.125053,0,0,20.675058396224387,37.68270915444853,1.6,1.0322558653080935
1748380189.1308408,0,0,20.396533373908824,19.689164109479535,2.2,0.8236687012270667
1748380190.141391,0,0,24.22185913309724,25.559306559594603,1.6,0.6909066837045988
1748380191.1563885,0,0,19.332215820829305,30.1897113646922,1.8,0.7739063669780295
1748380192.166398,1,0,16.78280068319411,31.429564797571857,1.8,0.7535701074628504
1748380193.1759145,0,0,21.59505543355732,37.3768299732799,2.0,0.7197393970743414
